H3_V_avg,H5_V_avg,H7_V_avg,H3_I_avg,H5_I_avg,H7_I_avg,U_THD,I_TDD
2.188721528913462,1.3074089123965247,0.4800471006205853,2.869131748501785,0.13982003507758894,0.7896538616115372,2.5942754699833586,1.430559662684425
1.7905966816911971,1.9993836361595052,0.4127952317780645,2.5502642941012126,1.6193519685940323,0.2696492233593203,2.715542543287554,1.4564255886572044
1.6433494375757292,0.4889870190999556,0.577670368033616,1.7259468705888465,2.066339294657483,0.18913114477230847,1.8092564033140297,1.2960412830796493
1.711044007372525,0.4721558830643608,2.0172379204335793,1.7309253151284947,1.2123589540078068,3.1357398850654006,2.6869781541190294,1.8158117432275311
0.27731908690476065,1.2202961011888034,1.2726935153832597,1.5853820519404886,1.9001922116595817,2.8204158729251416,1.7848745711217031,1.8017970091500446
0.18702081641705565,0.28942504324786095,0.0955208782322716,4.030037260474999,2.678681445404149,2.1484964527982484,0.357586184870994,2.542452094919536
1.3395085203234098,0.5416563713457567,1.0211974183105836,1.2066659976526621,2.2865260675695733,3.623089728380308,1.769327235929709,2.1373456651807476
1.2553354261622078,0.951209979730971,0.8211783325146933,3.053451942631941,0.3599885093248969,1.3903927190755723,1.7762323360161132,1.6203678549991782
0.9207283866331126,0.2781265256311909,1.5815992476308636,1.3728022945297447,2.869664307432625,2.4942517747546047,1.8510946238153807,1.9411479937490779
1.7400780985042135,0.9480693297666951,1.4287091439290371,1.8924287401940099,2.8705929852511067,1.331050441907153,2.4429320622736834,1.7704494618908404
1.0660310086531402,1.6193590372284405,0.3440919726848695,2.0509469160671814,3.5121318867428557,3.093692709292305,1.9690467461514514,2.4538307555402703
1.8601071342300557,2.065221111050718,-0.07189215472785962,3.4799365215979408,2.296441960923435,1.1967955099036258,2.7803426533890616,2.0829750899867294
0.41535369986765786,1.9462992876033647,1.5872916414115021,2.186131399541241,0.7451948922599583,2.515399677823817,2.5456029477933,1.6398443981965956
0.7040560902120732,0.7230954689608646,1.2457831253374023,3.1531471445539676,2.8104923139426057,2.18266522515016,1.6032896278501492,2.2831044866130146
0.9180587434264396,0.846538724748453,2.132302737007653,2.480130397798828,0.19571384296784114,3.1408162141932157,2.471067508412265,1.924039491832682
0.4611448955314542,1.2537845327839123,0.3129748762550154,3.7823166831705795,3.3281239738455817,2.53380006407281,1.3720727176391678,2.708019230927182
0.3305317370852979,1.1203014735771324,1.4002879216195228,1.9537622286523428,1.2108987780943186,3.7325122667340485,1.8234946899712214,2.1049546897650204
0.9136749507269338,1.8111039890736984,1.287771054482025,0.7426125355189681,2.3633205524299625,3.2758797434985665,2.4027596350001956,1.9722182707101241
0.3680206137601212,0.24304251084861012,0.12221922831972998,3.239230125205328,2.5843987406701663,3.3547642164419154,0.4576531153647305,2.5602389195330493
1.8319196971820926,1.2739016669390002,1.3200442138323765,1.0426173426331362,0.9226543318101766,0.8005388735556748,2.59254160244846,0.771194975360857
0.9406467507191262,0.842516576388975,0.1346074954192919,3.420791225022098,2.3585864639684964,1.5521489827195107,1.2699486875270607,2.1299364197199377
0.6404574925515036,0.8549883395638562,1.970670136635366,2.1371129433455316,2.3794392095223977,1.4468464743439062,2.2415913204645426,1.6856524373677682
1.39679559463897,1.436923145783526,1.2966351683947592,3.7158108764613718,2.1098487929598493,3.440924890013625,2.3868491406055314,2.6344806197774284
1.129333239595786,1.9647399057994894,1.2690395627878968,1.6596526327201322,-0.12923462248846326,1.0093069612468133,2.597317438323201,0.9348291825277226
0.8801596773099117,1.3180792829212342,1.3825695289044708,2.2316513755877727,0.03924406711559554,1.7810512037506496,2.1032148144884233,1.3712144033089144
1.366282076165428,0.21359188788075617,0.7334272028303137,0.8846307820962113,1.4763799536359938,1.1331732490626525,1.5653318076596014,0.9895306561455547
0.42292384805856004,0.6740682122725529,1.851143073335377,0.9337676734811646,2.0764626215904682,-0.024348302424202467,2.0149350396502914,1.0933587425441071
0.2372550273586701,0.9448717810075655,2.1409278964060836,0.3173538369014026,1.4698022053325432,2.235127298317482,2.352157496461738,1.2935840858611134
0.9892372777299567,1.2174054514033428,1.572709607707735,1.645823130319772,2.431996972973085,0.7817814993442714,2.221279346442804,1.4592462898536864
1.881217988829973,1.774223851006103,0.19954227888565373,1.0459924656313229,0.6485516766089703,4.092695365731208,2.593582178385581,2.0522471402673284
0.3049092107524367,1.4298576943396977,0.6094671433614789,0.9148310878865052,1.126340082198371,-0.7926739192974992,1.5839548136551471,0.7939841159057475
1.602540774005709,0.5315797144257326,0.5739577839004796,1.3903824404450702,-0.7728611717354832,0.5604168234429826,1.7832951137822672,0.8098930884589178
0.534780327893877,0.13072950116283907,0.12402027429133244,1.2040577050173937,0.8238074033648899,0.6103955024298893,0.5643236925841981,0.7594126549719915
0.8964702118192104,0.752049646486429,1.5032556648076731,2.799782564327156,0.5652051705672526,0.9060188132524807,1.9049974029472854,1.4389242758449212
1.3650818455125915,0.6148411680783806,1.2162403898823804,2.880639942225455,2.131745509633402,0.7338046013535615,1.9289164815754192,1.7565636172880763
1.2304193076979975,0.7228991523150645,1.0830538170667752,3.5486672149990675,2.071046014662022,1.554428694678239,1.7915134461780549,2.1095183196223006
0.32775646615277626,1.3440225747293104,1.9657454150133356,0.07569863554734424,0.5570914680007065,3.245832109963939,2.4037420866500865,1.581853797425825
1.4265886205379024,1.0730884126184297,0.8338168884609841,2.629777010064123,3.3580339306079314,0.8413810301162948,1.9702599922413626,2.0876259280841913
1.0578509530423323,1.0957322645850132,0.5338854943703608,1.3480304707358093,2.163282461300425,1.4291049872352135,1.6139118797518832,1.403243074609252
1.201945461100602,0.6235988598830259,0.9096042718148739,1.9060896303563608,0.7500959766666996,3.592726440878547,1.6312352254692195,1.985929683031391
1.6652304289212416,2.270528885226378,0.5296985074115887,3.6272511133533065,1.2616388493351711,2.679623832114398,2.8651133151773642,2.2486993108466815
1.5610722960889372,0.5321326842794598,0.3074874082483976,2.4463578229183014,1.1514270978118115,3.918557267571792,1.6776949703465664,2.2861481098695324
1.4553697133468408,1.1442581448414095,1.7083144722458978,1.4101921081237199,2.1450452509556857,2.7686623269862998,2.519080395828595,1.8130520873620792
0.3085769442811341,1.3153655603201915,0.721832994280219,2.118426667329278,1.6912233897324938,1.9049008891579606,1.5318123773654135,1.590946348644884
0.7849013519338581,1.436090678575776,1.8608078691807552,2.353883751084191,1.9612437667701506,3.4885601434334705,2.478110670523989,2.2295564265634717
1.8781887753370299,1.4280428757678765,1.7516083175936195,2.468442443452951,2.245423937946824,0.310787353470742,2.938542364693174,1.609327934079855
1.4975661181054887,0.5715003457340824,0.21484564018069363,3.301484918031059,3.9953909043521216,3.618820230677718,1.617243201369655,3.03548147676222
2.1204502232207854,0.5007719937304641,0.9130554376474291,3.8757226927821726,2.8374482125761253,0.9937057211628936,2.3623615242124565,2.3554138423095266
1.3714392485424303,0.5447035026767779,0.5132366055825404,3.091672314169324,2.323452363144281,3.1475908352303303,1.5623569795603258,2.3944651716947023
1.24425595998165,1.459831294215193,1.6433867579418753,0.504970879395163,1.5036955553315363,1.2355007860440472,2.525866254911089,0.9654936991827722
0.29743360267021046,1.6860236307429088,0.7089823857399209,1.8989302054460422,2.2548242075638933,0.8590329102976173,1.8530511203715756,1.4744618131110656
0.7147550501729275,0.9007150867463737,1.9891011281483328,1.4777840966970397,3.390908797784737,3.2747179199905756,2.2975390632677395,2.372294465226219
0.2240604225896522,0.5050438008944185,1.6349229407299044,1.3361656016712522,1.1101127181453934,2.950719391109425,1.7257593505230828,1.6442477105482165
1.489868578526445,0.7522866602381785,1.0715962720102634,1.6241836249389463,0.5037119787724263,1.6750514172461408,1.9834218337607905,1.1462076487740904
1.9082417276096928,0.3729312808434684,1.4218990993740694,3.102054369158271,1.3953662111755776,3.6891691315074793,2.4087883427198755,2.40961177208493
0.7092543418479572,2.2843656695969985,1.272602007326584,-0.05002769067279207,1.3878301988955264,0.4490644073781863,2.7094065960861564,0.7008660001235347
1.3960155618638135,0.17299529016953374,1.1530862108763285,0.9249102537053907,0.5500551553539562,2.3507609205034403,1.818899290532576,1.241488399900347
0.4554564201046867,0.4166592658572794,1.6714007340604797,1.7069826668451966,3.1261144057577646,1.5233976594285685,1.7817479923539172,1.8602444105630842
0.5697216158583879,1.4171716807195571,0.778028663974044,0.5197852513036528,4.383080813246176,0.7122270483109354,1.7141431953530086,2.14691633589834
1.8784120505979576,1.2612697115002514,0.7574943457035984,3.8586898069061757,3.2440098290556936,3.789757404832559,2.386007292686356,3.028505051795377
0.7009215047750534,0.6835460791308093,0.565695443054246,0.9164691711926609,1.9347163900522333,3.5940150693860766,1.1307243397236868,2.0088160915522697
1.406769991510144,0.1783878266568168,0.6416739526884785,1.554032289873274,-0.46403857258023884,2.50953587287273,1.5564605639950049,1.4348327480438074
0.804409334572781,0.8563251245680668,0.8368942106908327,3.0795640768879564,2.3516098869507758,0.7253445802188768,1.4424836277761253,1.8929778850579906
1.9853572518662685,1.2292473032675497,1.2555477315551957,2.5169520465031328,1.0641739475291168,2.5454348688980124,2.651243567902037,1.7933202600817375
0.6137203460866153,0.7964683776011853,1.6753144834417453,1.2765532733159808,1.4436092988815403,1.659728700469177,1.9538917979634955,1.2212827757769351
0.38428310911203845,1.1081801325251914,0.587644149077376,2.784020291760636,3.8348798591016933,1.5664496269274901,1.3118926632988077,2.3967098905426303
1.4615581806514208,1.5594971569089824,1.9053768046871522,-0.39641158024207307,0.3958830638632423,2.865672141679653,2.863327516313164,1.4021436346851135
0.9915962179969273,1.3229736024209513,0.5829267934363594,2.8086441410182053,3.2716708572121393,1.963329606742432,1.753090373812621,2.275098595812692
0.8640586830935548,2.1270488120659143,1.5444587629765407,2.645478368262549,3.233490479162357,4.406062063648302,2.7669996254563194,2.9156981436826603
0.07052020784554365,1.6730075481348616,1.8164573889433675,3.561374040099206,3.728058100825273,3.3406384278491545,2.4705150883323412,2.9500667983990896
1.8440793339136607,1.6088136774403143,0.7916157951323582,1.6259603413539345,1.9721408739929862,1.8743398877748034,2.572074183531555,1.5220292935920738
0.2660001932297865,1.7229166506408968,0.33328946374647805,2.836825468072105,0.07245062356159188,1.9494529148237403,1.774902745081641,1.6532518366688682
1.765982497152869,1.5109465937117526,1.5367218742871678,4.145425591092548,-0.3465412193358802,3.5453493067176627,2.7862462038039815,2.6246358526478
0.8934711085831508,0.592188534214502,1.1198328045128452,1.6692440731460267,1.181400615315152,1.65584325033737,1.5501623760080843,1.2635624282964437
1.317855325700456,1.4880610794679956,1.2828691857324908,0.5953205814641623,0.677483671121943,3.3891621264399863,2.365760297115169,1.6841102579727587
1.350931160168617,0.7063776018837005,0.43500123870159035,1.3938870774324226,1.707905186775722,3.123411678027265,1.5853108192494654,1.835815640830753
0.5223480797627816,1.2468569627591417,1.38683158944598,0.7904548720790612,1.9193713178567333,2.5944570861924285,1.9366986496350123,1.5955341191247188
1.164841024462566,0.8934080673822025,0.8753980329290052,2.7781544144813295,1.4872975506655983,1.3197645424102158,1.7091969761237509,1.640565112189766
0.4293722719340788,1.6699487169150355,1.6654464904461017,0.44935914779243513,4.169869831849584,0.7302952411214507,2.3972486891374545,2.0442649516456317
1.661744201706927,0.32112660981803137,0.5666609104592526,-0.35788473548549876,2.64699420236269,3.353727605935197,1.784830714348653,2.058825057650158
1.0910557218733576,1.4248950355014998,0.9943687925804043,3.0153266224694755,0.2785652726845045,2.370374514341371,2.0517060574281163,1.8466428555086336
1.3851676266947068,0.45145894284140786,0.5179275018079823,2.214886450593356,0.9420235722454328,3.892949933183896,1.546206140281297,2.197832323803376
0.4390704971842744,-0.02071608236947802,1.853277813366987,0.16356576256542216,1.1967365655095956,2.4371337454614936,1.9046917627492133,1.3061549627468503
1.651094567189888,1.1697013774409544,1.2867024600104906,0.8095004715102654,0.5727885138553094,3.455542496327303,2.3978986222916676,1.726324090144465
2.1088009733363147,0.48741520968057456,0.2411848261548128,0.9775228210843531,1.0007560382564533,2.6124945189529685,2.177793666107851,1.4230584900852987
0.27026834553770973,1.3399846747969306,1.248659782848101,1.7785923222650812,3.1902861326335534,2.090988343511498,1.8514197688780882,2.0210362070282
0.36949953581249834,0.3925446112517067,0.5141613668311693,1.063462776445555,2.1342664928436954,1.8340066346576422,0.74497187190531,1.4445635260324845
1.3365421758073335,1.2343423660205737,0.6781060906053415,2.5371188468340953,2.9873505209399207,0.29038108663570344,1.941590568163414,1.8872224173534777
0.26093077460934766,1.3490249657047404,0.6483497962635273,1.0319720253008369,2.822996118903805,0.034064922056972424,1.5193125700618249,1.44343028088299
1.681339116193881,0.7013218911989543,0.6207228155470559,3.401744892236708,-0.052236320207718984,0.5190394134788394,1.924590977963672,1.6526104207212946
1.8959794390723224,1.6255333988877243,0.14597670404249802,2.510221921228634,1.1831621683582647,1.632182616319962,2.501680647566269,1.545995414130783
2.094191168303298,1.6221085371988229,0.3182926036730087,1.5654819269913378,0.8083036561942962,3.4604478469207174,2.6679923046001797,1.8646809018346786
1.2843027572221206,1.1798024477148614,0.9443599068783635,3.6966897292685164,2.4767518058785107,3.1226582454261043,1.9832254086617664,2.610393598751547
0.32028296564094405,0.9205243752954164,0.9048823315427951,1.656574266133088,4.016085238640698,2.8274078570913104,1.3299467423664377,2.4890535676803642
1.648836933984773,0.10518430484226567,1.4818189488834876,2.422657078338443,2.393423972821314,3.941599163998469,2.2193499882009644,2.5013693011040274
0.8721553539234329,-0.2666190552831007,0.6982582445166643,3.328285611868929,2.747418766566173,3.9133858312850993,1.148610141890126,2.7975617546061153
0.3416272617212756,1.9289566762394261,2.146216018212003,1.1407639648145738,1.8490748662615117,3.07198544763094,2.905826257984055,1.806819719630667
0.5759790118872942,1.539045630660873,1.2937219178285455,1.7635264878181423,3.1837699411314087,1.00638746515279,2.0914420087731234,1.813298836064115
0.6491954814234603,1.0087131570051353,0.03672652627183602,2.032775887037251,0.3266230374718973,3.4954973920449786,1.2001274282124799,1.9480559464050518
